Daily means        Year 1990                    Stage (mm) at Kumeti at Te Rehunga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day , Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec,,,,,,,,,,,,,,,,,,,
19,8793,4374,4174,10776,3508,33913,13912,11400,6859,14477,7476,3565,,,,,,,,,,,,,,,,,,,
20,7520,13881,3688,11301,3456,21932,11809,16653,6931,12783,7448,6697,,,,,,,,,,,,,,,,,,,
21,5724,12811,4117,9390,3417,14163,10343,15100,6580,11755,7440,8747,,,,,,,,,,,,,,,,,,,
22,5092,7933,16768,7751,3533,11205,9480,12395,6182,11425,8451,5916,,,,,,,,,,,,,,,,,,,
23,4632,5481,15698,17919,4144,9439,9289,56348,6575,9934,6867,4778,,,,,,,,,,,,,,,,,,,
24,4336,4657,11003,15624,3913,9155,9149,136221,13519,8462,5854,6028,,,,,,,,,,,,,,,,,,,
25,4063,4307,11163,13130,4520,8185,7934,65289,14024,7539,5230,9107,,,,,,,,,,,,,,,,,,,
26,3917,4287,9435,18135,4469,7855,7137,31222,10000,6960,5997,7627,,,,,,,,,,,,,,,,,,,
27,3778,3969,8860,23186,4443,8093,6677,20823,8213,6454,5064,5454,,,,,,,,,,,,,,,,,,,
28,3586,3669,8224,19102,6178,7320,6463,18180,7495,6157,4958,4468,,,,,,,,,,,,,,,,,,,
29,3466,        ,6800,12565,5830,6731,6231,15581,7187,5732,5701,4699,,,,,,,,,,,,,,,,,,,
30,3395,        ,5700,9610,6067,6373,6003,12689,44034,5337,6525,5557,,,,,,,,,,,,,,,,,,,
31,3346,        ,5150,        ,5329,        ,5836,10876,        ,5073,        ,4419,,,,,,,,,,,,,,,,,,,
Min ,3346,3133,3365,3984,3417,5126,5836,5842,6078,5073,4125,3319,3133,,,,,,,,,,,,,,,,,,
Mean,7531,5659,8463,11507,4702,24285,29844,23622,10458,37935,7841,5482,14866,,,,,,,,,,,,,,,,,,
Max ,21975,13881,24177,23186,7946,248293,138408,136221,44034,207573,39245,11492,248293,,,,,,,,,,,,,,,,,,
Daily means        Year 1998                    Stage (mm) at Tiraumea at Ngaturi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day , Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec,,,,,,,,,,,,,,,,,,,
1,4063,3162,2611,2401,3723,8024,10273,28651,13250,4260,10927,16769,,,,,,,,,,,,,,,,,,,
2,3706,3075,2409,3178,3514,11357,58578,19404,10667,4867,9360,9962,,,,,,,,,,,,,,,,,,,
3,3409,3191,2318,3286,3127,30936,108975,16885,10100,13133,9783,6482,,,,,,,,,,,,,,,,,,,
4,3212,2975,2243,3005,2878,17041,42056,13130,19605,14338,37994,7273,,,,,,,,,,,,,,,,,,,
5,3142,2807,2207,2640,2684,10003,20425,10961,17755,20832,41119,12482,,,,,,,,,,,,,,,,,,,
6,3151,2683,2175,2468,2589,7142,14233,9629,32159,14924,19887,14626,,,,,,,,,,,,,,,,,,,
7,3405,2651,2161,2444,2784,6534,11522,21543,49282,9748,12913,8589,,,,,,,,,,,,,,,,,,,
8,3135,2621,3041,2317,10902,26629,9817,24834,26950,7240,9909,6336,,,,,,,,,,,,,,,,,,,
9,3215,2574,2283,2304,8005,16987,16094,15269,16959,6754,8322,5563,,,,,,,,,,,,,,,,,,,
10,3982,2773,2187,2364,6012,12055,97300,11599,12502,8089,7295,5494,,,,,,,,,,,,,,,,,,,
11,3764,2695,2236,2253,5410,8979,48844,13589,10340,12175,6346,5128,,,,,,,,,,,,,,,,,,,
12,3622,2556,2233,2202,4243,7244,38174,78980,9146,37395,5680,4700,,,,,,,,,,,,,,,,,,,
13,3554,2516,2211,2163,7085,6413,27052,52074,8692,70252,5240,4412,,,,,,,,,,,,,,,,,,,
14,3239,2463,2190,2158,10873,12261,18297,39713,7431,98151,4773,4368,,,,,,,,,,,,,,,,,,,
15,3120,2490,2258,2206,6558,25848,36932,38661,6649,46490,4558,4369,,,,,,,,,,,,,,,,,,,
16,3212,2505,2310,2216,5534,18370,52225,24563,6335,76976,4355,3974,,,,,,,,,,,,,,,,,,,
17,3989,2412,2163,2146,4972,10884,60632,17367,8569,39662,4185,3805,,,,,,,,,,,,,,,,,,,
18,3239,2387,2161,2162,4196,18094,66328,13625,8516,21225,4024,3600,,,,,,,,,,,,,,,,,,,
19,3066,2528,2124,2240,3721,17461,34704,11959,6967,13934,3842,4514,,,,,,,,,,,,,,,,,,,
20,3151,2376,2080,2185,3454,15864,21616,12133,6027,52911,3691,5469,,,,,,,,,,,,,,,,,,,
21,3062,2385,2069,2740,3275,11336,15959,11154,6264,228310,3678,4903,,,,,,,,,,,,,,,,,,,
22,3340,2569,2052,2831,3132,8937,13003,9613,7018,123150,4534,4407,,,,,,,,,,,,,,,,,,,
23,3279,2504,2030,2491,3083,7844,11913,8526,6157,44902,3973,3962,,,,,,,,,,,,,,,,,,,
24,2974,4031,2029,4054,4595,6926,12291,7644,5455,23667,3710,3544,,,,,,,,,,,,,,,,,,,
25,3058,4119,2030,3261,7397,6244,10464,7014,5038,15839,4908,3272,,,,,,,,,,,,,,,,,,,
26,3007,3177,2059,2955,22244,32216,9019,6579,4738,11835,7106,3156,,,,,,,,,,,,,,,,,,,
27,2815,2900,2141,2793,17508,49855,22661,7489,4723,9600,7735,3055,,,,,,,,,,,,,,,,,,,
28,2721,2674,2136,2730,11794,33371,40945,12201,4788,21881,6698,2929,,,,,,,,,,,,,,,,,,,
29,3158,        ,3099,5894,7646,19121,33724,11424,4482,35410,5545,2817,,,,,,,,,,,,,,,,,,,
30,5653,        ,3560,4650,6040,12582,26260,17933,4260,20266,12383,2706,,,,,,,,,,,,,,,,,,,
31,3432,        ,2606,        ,12803,        ,36348,17553,        ,14227,        ,2659,,,,,,,,,,,,,,,,,,,
Min ,2721,2376,2029,2146,2589,6244,9019,6579,4260,4260,3678,2659,2029,,,,,,,,,,,,,,,,,,
Mean,3383,2778,2304,2758,6509,15885,33118,19087,11361,36208,9149,5656,12456,,,,,,,,,,,,,,,,,,
Max ,5653,4119,3560,5894,22244,49855,108975,78980,49282,228310,41119,16769,228310,,,,,,,,,,,,,,,,,,
Daily means        Year 1999                    Stage (mm) at Tiraumea at Ngaturi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day , Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec,,,,,,,,,,,,,,,,,,,
1,2645,3526,2275,2473,4533,10562,4576,29456,6612,4056,3294,39285,,,,,,,,,,,,,,,,,,,
2,2579,3029,2261,2392,5654,26726,4447,19666,6047,3850,3000,19239,,,,,,,,,,,,,,,,,,,
3,2515,2895,2203,2329,17556,39724,4487,19351,5639,3699,2839,12828,,,,,,,,,,,,,,,,,,,
4,2466,2847,2222,2291,28130,19948,6707,23674,5293,3572,3041,9879,,,,,,,,,,,,,,,,,,,
5,2456,2653,2269,2271,11518,21798,9637,18341,5003,3449,6153,8017,,,,,,,,,,,,,,,,,,,
6,2423,2541,2214,2335,11244,19991,10628,14855,4748,3705,10883,6633,,,,,,,,,,,,,,,,,,,
7,2413,2449,2252,2702,28377,13249,9195,12726,4840,3715,30528,5974,,,,,,,,,,,,,,,,,,,
8,2416,2399,2210,2698,26314,10179,11478,11660,5269,3912,23912,5392,,,,,,,,,,,,,,,,,,,
9,2794,2360,2272,3190,14256,10276,25509,10939,4916,3677,10896,5003,,,,,,,,,,,,,,,,,,,
10,2656,2364,3187,2714,9599,12920,18268,9561,4758,3458,7541,4638,,,,,,,,,,,,,,,,,,,
11,2479,2412,2716,2707,7361,10224,12375,8623,4415,3251,40250,4309,,,,,,,,,,,,,,,,,,,
12,2407,2466,2518,2638,6127,8285,9992,8052,4175,3128,60836,4382,,,,,,,,,,,,,,,,,,,
13,2353,2357,2743,2491,5325,7220,9691,16231,3953,3296,97975,4381,,,,,,,,,,,,,,,,,,,
14,2370,2300,2902,2426,4782,6822,11297,17433,3973,3277,41500,34203,,,,,,,,,,,,,,,,,,,
15,2478,2296,4880,2479,4591,13771,9262,12568,3986,3361,18692,41659,,,,,,,,,,,,,,,,,,,
16,2549,2260,7059,2655,7702,46192,8870,12946,4189,3440,10958,15947,,,,,,,,,,,,,,,,,,,
17,2968,2230,6400,7558,18395,66743,56526,16259,5106,3442,7566,9558,,,,,,,,,,,,,,,,,,,
18,6333,2183,4107,7726,16561,39853,65661,17015,5138,3217,5965,7268,,,,,,,,,,,,,,,,,,,
19,4915,2163,3246,6674,9280,22079,31843,13773,4603,3001,5749,5975,,,,,,,,,,,,,,,,,,,
20,5392,2189,2800,4465,6882,14847,30660,11863,4860,2827,5459,5908,,,,,,,,,,,,,,,,,,,
21,3752,2666,2570,3594,5817,11599,27471,27218,10142,2775,6474,5276,,,,,,,,,,,,,,,,,,,
22,3179,2365,2429,3163,5190,9581,22524,65636,16501,2876,6471,4727,,,,,,,,,,,,,,,,,,,
23,5681,2275,2328,2902,4724,8288,18264,55559,11281,2706,5170,4244,,,,,,,,,,,,,,,,,,,
24,4392,2225,2711,3050,4397,7289,13525,29735,7683,4898,4350,3875,,,,,,,,,,,,,,,,,,,
25,4033,2278,3789,4065,4167,6560,10935,19010,6253,14759,4319,4566,,,,,,,,,,,,,,,,,,,
26,3687,2261,3926,7499,3969,6238,12377,13841,5535,8561,3930,4927,,,,,,,,,,,,,,,,,,,
27,3166,2377,3897,6375,5798,5891,57088,11219,5383,5320,3847,5408,,,,,,,,,,,,,,,,,,,
28,2878,2601,3219,5407,29651,5475,73641,9712,5145,4555,42884,4374,,,,,,,,,,,,,,,,,,,
29,2716,        ,2894,5450,43757,5096,46639,8601,4818,4371,175457,3822,,,,,,,,,,,,,,,,,,,
30,2587,        ,2701,5453,19552,4774,31194,7731,4419,4031,150256,3515,,,,,,,,,,,,,,,,,,,
31,2834,        ,2564,        ,12875,        ,47265,7245,        ,3675,        ,3329,,,,,,,,,,,,,,,,,,,
Min ,2353,2163,2203,2271,3969,4774,4447,7245,3953,2706,2839,3329,2163,,,,,,,,,,,,,,,,,,
Mean,3178,2463,3089,3806,12390,16407,22969,18081,5823,4125,26673,9630,10760,,,,,,,,,,,,,,,,,,
Max ,6333,3526,7059,7726,43757,66743,73641,65636,16501,14759,175457,41659,175457,,,,,,,,,,,,,,,,,,
Daily means        Year 2000                    Stage (mm) at Tiraumea at Ngaturi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day , Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec,,,,,,,,,,,,,,,,,,,
1,3451,15303,2151,2940,2612,6204,7438,13766,13388,143562,11887,4337,,,,,,,,,,,,,,,,,,,
2,5328,12293,2166,2884,2526,8357,6597,11007,13978,223596,10086,4356,,,,,,,,,,,,,,,,,,,
3,8998,9005,2137,3568,2489,12339,16490,9350,10577,229284,7051,4191,,,,,,,,,,,,,,,,,,,
4,8186,7111,2082,3149,2475,42475,16180,8265,9044,64755,5968,4471,,,,,,,,,,,,,,,,,,,
5,6176,5612,2058,3350,2421,42391,21760,7544,8488,47053,5671,3992,,,,,,,,,,,,,,,,,,,
6,5025,4572,2085,4484,2393,19489,24042,6750,9203,27024,7505,3942,,,,,,,,,,,,,,,,,,,
7,4313,4063,2107,4489,2437,12777,38987,6113,8430,162784,7055,3714,,,,,,,,,,,,,,,,,,,
8,3907,3658,2287,3777,4498,11865,30830,5695,21424,186691,13738,3544,,,,,,,,,,,,,,,,,,,
9,4018,3317,2228,3888,4309,14265,28254,5390,74273,139412,10474,3642,,,,,,,,,,,,,,,,,,,
10,4627,3101,2114,21357,4485,11234,18011,5344,52253,128095,8694,3659,,,,,,,,,,,,,,,,,,,
11,4054,2988,2070,52723,3567,14056,13455,9609,62310,42216,6733,4497,,,,,,,,,,,,,,,,,,,
12,3644,2875,2106,23634,3636,32993,10704,134500,33253,82574,5991,6961,,,,,,,,,,,,,,,,,,,
13,3370,2777,2177,11391,13658,24631,9085,59386,19508,85641,5512,8340,,,,,,,,,,,,,,,,,,,
14,3149,2688,3329,7608,115370,26465,7935,21474,18560,49068,5224,6331,,,,,,,,,,,,,,,,,,,
15,2999,2636,6502,5944,108461,19254,7137,14055,25842,30438,6450,4525,,,,,,,,,,,,,,,,,,,
16,2923,2615,6249,5013,37836,13793,6582,11024,19069,22146,7833,3937,,,,,,,,,,,,,,,,,,,
17,2823,2649,4389,4461,27770,11033,6301,9253,13946,16657,8968,3595,,,,,,,,,,,,,,,,,,,
18,2703,2736,3345,4028,16728,9805,6299,8099,11176,13242,7800,3412,,,,,,,,,,,,,,,,,,,
19,2614,3682,2879,3706,13613,12090,7194,32559,9569,11686,10140,3285,,,,,,,,,,,,,,,,,,,
20,2523,3300,2640,3530,14584,11196,7549,91617,9253,10690,8272,3137,,,,,,,,,,,,,,,,,,,
21,2457,3231,2502,3440,13155,8798,14351,56109,8226,9359,7322,3015,,,,,,,,,,,,,,,,,,,
22,2384,2951,6104,3433,14384,7532,32277,26802,7063,8393,7358,2949,,,,,,,,,,,,,,,,,,,
23,2444,2674,7672,3299,19666,6700,23015,19420,6414,7704,6193,2902,,,,,,,,,,,,,,,,,,,
24,2486,2496,6273,3230,12706,6134,24142,15576,5941,7173,5268,3254,,,,,,,,,,,,,,,,,,,
25,9330,2385,4974,3285,9550,5647,17322,12686,12977,6826,4942,3967,,,,,,,,,,,,,,,,,,,
26,39590,2347,5110,3367,7934,5246,16023,11108,93383,6575,4775,3723,,,,,,,,,,,,,,,,,,,
27,23854,2326,5236,3044,6889,4960,20840,11738,65479,6062,4477,3327,,,,,,,,,,,,,,,,,,,
28,9139,2284,4554,3072,6182,5050,109520,11109,25203,5668,4445,3324,,,,,,,,,,,,,,,,,,,
29,6012,2191,3825,2877,5694,5323,75884,9418,15711,5352,4326,21931,,,,,,,,,,,,,,,,,,,
30,5370,        ,3363,2719,5384,7179,29486,8549,34977,5142,4899,18182,,,,,,,,,,,,,,,,,,,
31,7616,        ,3210,        ,5467,        ,18571,8663,        ,5788,        ,18031,,,,,,,,,,,,,,,,,,,
Min ,2384,2191,2058,2719,2393,4960,6299,5344,5941,5142,4326,2902,2058,,,,,,,,,,,,,,,,,,
Mean,6307,4133,3546,6923,15899,13976,21686,21354,23964,57763,7169,5564,15783,,,,,,,,,,,,,,,,,,
Max ,39590,15303,7672,52723,115370,42475,109520,134500,93383,229284,13738,21931,229284,,,,,,,,,,,,,,,,,,
Daily means        Year 2001                    Stage (mm) at Tiraumea at Ngaturi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day , Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec,,,,,,,,,,,,,,,,,,,
1,16282,3524,2530,2342,2363,5700,4928,9794,11190,3476,19880,6429,,,,,,,,,,,,,,,,,,,
2,10856,3371,2551,2311,2361,5178,4667,8337,10183,3394,35866,5795,,,,,,,,,,,,,,,,,,,
3,7468,3293,2788,2579,5500,4652,4497,7866,9022,3353,28033,5699,,,,,,,,,,,,,,,,,,,
4,5782,3168,2956,2565,5537,4264,4217,7171,8657,3288,23329,4854,,,,,,,,,,,,,,,,,,,
5,4781,3089,2803,2360,5489,3939,4013,6551,8283,3213,16683,4405,,,,,,,,,,,,,,,,,,,
6,4113,5450,2643,2327,5882,3704,3995,6049,8063,3174,12325,4111,,,,,,,,,,,,,,,,,,,
7,3743,3749,2621,2270,4413,3680,5491,5603,7718,3628,9952,5089,,,,,,,,,,,,,,,,,,,
8,3709,3235,2603,2222,4329,8633,8319,5341,7042,4392,8762,5148,,,,,,,,,,,,,,,,,,,
9,3361,3030,2559,2221,3725,6887,8573,5059,6887,5366,7526,23921,,,,,,,,,,,,,,,,,,,
10,3166,2858,2729,2221,3653,45800,6690,4999,6606,9344,6343,49225,,,,,,,,,,,,,,,,,,,
11,5269,2774,2562,2226,3861,38058,5602,5970,6227,28433,5796,28714,,,,,,,,,,,,,,,,,,,
12,5922,18664,2523,2252,3603,21098,4994,6858,5961,31265,5250,16705,,,,,,,,,,,,,,,,,,,
13,5058,9582,2509,2727,3576,12256,4608,5626,5703,20406,4951,16508,,,,,,,,,,,,,,,,,,,
14,4237,7506,2483,4946,3458,8935,4353,14694,5309,12607,7991,44892,,,,,,,,,,,,,,,,,,,
15,3741,4859,2496,3130,3540,7222,17022,185512,4999,9352,20245,28541,,,,,,,,,,,,,,,,,,,
16,3341,3943,2429,2929,3554,8037,13454,270798,4889,10118,18460,14513,,,,,,,,,,,,,,,,,,,
17,3133,3547,2414,2809,3269,21571,22108,93496,4833,26025,10764,12035,,,,,,,,,,,,,,,,,,,
18,3052,3327,2384,2575,3288,19797,20604,59153,5120,19310,8298,12306,,,,,,,,,,,,,,,,,,,
19,3045,3118,2356,2441,15832,12323,14441,32241,5420,11694,6786,39796,,,,,,,,,,,,,,,,,,,
20,2916,3032,2409,2417,13234,9157,12913,37547,5246,10099,5724,49177,,,,,,,,,,,,,,,,,,,
21,2851,2925,2392,2401,11335,7715,31616,67949,4629,13372,5288,24716,,,,,,,,,,,,,,,,,,,
22,3369,2825,2356,3941,10453,6720,121370,41732,6300,16160,37249,15673,,,,,,,,,,,,,,,,,,,
23,2961,2848,2334,3520,12691,5720,108195,37675,5106,12784,49377,11734,,,,,,,,,,,,,,,,,,,
24,3007,2797,2296,3151,10597,5320,54231,46903,4701,10327,68159,12320,,,,,,,,,,,,,,,,,,,
25,3517,2675,2275,2950,56514,8008,28608,44967,4551,8756,48337,10349,,,,,,,,,,,,,,,,,,,
26,17526,2595,2276,2702,56366,11232,18799,44761,4293,7839,21739,7962,,,,,,,,,,,,,,,,,,,
27,10585,2584,2301,2551,25038,8776,14542,30118,4005,6797,14562,6782,,,,,,,,,,,,,,,,,,,
28,6847,2543,2355,2466,13710,7047,11611,23298,3818,9508,11080,35084,,,,,,,,,,,,,,,,,,,
29,4692,        ,2738,2405,9443,6058,9719,17371,3729,22846,9038,45065,,,,,,,,,,,,,,,,,,,
30,4028,        ,2718,2384,7496,5421,9826,14112,3548,20008,7518,33697,,,,,,,,,,,,,,,,,,,
31,3702,        ,2412,        ,6401,        ,11995,12227,        ,19377,        ,15854,,,,,,,,,,,,,,,,,,,
Min ,2851,2543,2275,2221,2361,3680,3995,4999,3548,3174,4951,4111,2221,,,,,,,,,,,,,,,,,,
Mean,5357,4175,2510,2678,10339,10764,19226,37412,6068,11926,17844,19261,12396,,,,,,,,,,,,,,,,,,
Max ,17526,18664,2956,4946,56514,45800,121370,270798,11190,31265,68159,49225,270798,,,,,,,,,,,,,,,,,,
Daily means        Year 2002                    Stage (mm) at Tiraumea at Ngaturi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day , Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec,,,,,,,,,,,,,,,,,,,
1,10961,3447,3770,5244,5682,7309,18162,24759,9974,79035,6974,4549,,,,,,,,,,,,,,,,,,,
2,8118,3311,4212,4641,4551,6149,31326,19157,8855,22137,18457,5594,,,,,,,,,,,,,,,,,,,
3,6723,3339,4068,4464,4042,5463,52819,15741,8143,20134,25441,8022,,,,,,,,,,,,,,,,,,,
4,6718,3254,4065,4697,3728,4967,39876,13716,8362,34036,12215,8751,,,,,,,,,,,,,,,,,,,
5,6256,3229,3761,4319,3649,4541,36967,13182,14849,18612,16882,8065,,,,,,,,,,,,,,,,,,,
6,5716,3334,3400,3955,3392,6507,40115,12215,20228,12858,17448,5713,,,,,,,,,,,,,,,,,,,
7,4780,3105,3261,4720,3369,5617,58905,18678,14060,10491,17901,7241,,,,,,,,,,,,,,,,,,,
8,4450,3050,3142,6945,3346,5450,70470,19675,10698,9679,15115,40445,,,,,,,,,,,,,,,,,,,
9,4133,2966,3065,6460,3188,5322,35783,43355,9477,9003,10384,46579,,,,,,,,,,,,,,,,,,,
10,4206,2917,2986,5484,3104,12591,21735,60053,8521,7862,13621,17179,,,,,,,,,,,,,,,,,,,
11,4791,8482,2913,4618,3070,38482,16805,28049,8934,6879,17589,12436,,,,,,,,,,,,,,,,,,,
12,27279,25500,2882,4204,3053,31725,15696,19996,16918,8563,13892,10808,,,,,,,,,,,,,,,,,,,
13,38761,35417,2788,3926,3108,21465,19197,26637,19212,14003,9679,21105,,,,,,,,,,,,,,,,,,,
14,22647,38713,2798,3677,3084,22218,18195,42829,16660,13979,7991,24989,,,,,,,,,,,,,,,,,,,
15,21817,26427,3045,3478,3036,45383,129456,39628,12541,11857,6841,12910,,,,,,,,,,,,,,,,,,,
16,26967,17411,3002,3412,3024,60812,162230,27620,10227,10065,6289,8624,,,,,,,,,,,,,,,,,,,
17,15100,12894,3365,3326,2951,30262,71282,24168,8878,18447,7388,6972,,,,,,,,,,,,,,,,,,,
18,9867,9921,9119,3219,3040,46362,32494,19645,7851,18316,7442,14357,,,,,,,,,,,,,,,,,,,
19,9445,7909,14177,3174,3155,40693,22986,17682,7166,12868,7872,19991,,,,,,,,,,,,,,,,,,,
20,10437,7197,9502,3143,3050,27588,19587,25211,8575,10154,12681,12958,,,,,,,,,,,,,,,,,,,
21,10834,6446,12740,3051,3011,60526,16253,17878,11627,11027,10293,9270,,,,,,,,,,,,,,,,,,,
22,8645,5821,13940,3007,3107,66474,18801,14077,9679,13478,8917,7061,,,,,,,,,,,,,,,,,,,
23,6708,5148,9428,2946,3598,30946,25307,11894,10408,11013,7647,6000,,,,,,,,,,,,,,,,,,,
24,5604,5145,6422,2900,37189,27507,91604,10655,8971,8738,6797,5679,,,,,,,,,,,,,,,,,,,
25,4937,4940,5043,2846,20821,21965,124576,31624,8388,10492,7106,5317,,,,,,,,,,,,,,,,,,,
26,4598,4450,4307,2876,13273,17920,65278,35133,7727,11847,6584,4975,,,,,,,,,,,,,,,,,,,
27,4331,4095,3886,3200,10670,14872,48738,23189,7232,9231,5867,4759,,,,,,,,,,,,,,,,,,,
28,4319,3747,3601,3349,19767,11915,46924,17059,6536,12699,5408,4291,,,,,,,,,,,,,,,,,,,
29,4288,        ,3621,6616,19071,10872,67047,15157,7587,15647,4875,3983,,,,,,,,,,,,,,,,,,,
30,3956,        ,3970,6085,12206,14661,73914,13241,123911,11397,4540,3733,,,,,,,,,,,,,,,,,,,
31,3747,        ,5127,        ,8934,        ,39451,11346,        ,8416,        ,3559,,,,,,,,,,,,,,,,,,,
Min ,3747,2917,2788,2846,2951,4541,15696,10655,6536,6879,4540,3559,2788,,,,,,,,,,,,,,,,,,
Mean,10037,9343,5207,4133,7105,23552,49419,23008,14407,15257,10671,11481,15374,,,,,,,,,,,,,,,,,,
Max ,38761,38713,14177,6945,37189,66474,162230,60053,123911,79035,25441,46579,162230,,,,,,,,,,,,,,,,,,
Daily means        Year 2003                    Stage (mm) at Tiraumea at Ngaturi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day , Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec,,,,,,,,,,,,,,,,,,,
1,3408,2932,7396,3504,2675,4377,8607,4705,12664,50265,7960,10916,,,,,,,,,,,,,,,,,,,
2,3323,2841,7275,3372,2710,4061,13102,5254,24889,37122,6866,8127,,,,,,,,,,,,,,,,,,,
3,3232,2836,5505,3142,4056,6573,11544,7545,21394,24298,9208,6708,,,,,,,,,,,,,,,,,,,
4,3150,2780,4374,3060,3110,14885,9118,6902,14893,150413,11182,6237,,,,,,,,,,,,,,,,,,,
5,3125,2731,3404,2879,3361,8081,18051,7130,30373,119288,9642,5946,,,,,,,,,,,,,,,,,,,
6,3147,2666,3120,2894,3272,8971,65058,6997,164511,52566,8041,5213,,,,,,,,,,,,,,,,,,,
7,3039,2615,2938,3591,3037,22742,44688,6292,79084,27299,6426,5248,,,,,,,,,,,,,,,,,,,
8,2980,2600,2883,3755,2999,24573,32941,5635,31362,19136,6485,4556,,,,,,,,,,,,,,,,,,,
9,3068,2584,2831,3184,2894,45229,20841,5207,24553,14822,5529,4423,,,,,,,,,,,,,,,,,,,
10,3252,2567,2769,3353,2783,115700,15083,4914,67834,12591,5118,17133,,,,,,,,,,,,,,,,,,,
11,3120,2549,2837,3101,2831,82699,12999,4725,178847,11541,4765,26846,,,,,,,,,,,,,,,,,,,
12,3081,2567,3933,2918,3142,28340,12032,10791,79460,13297,4617,17056,,,,,,,,,,,,,,,,,,,
13,3464,2528,3498,2819,2902,17642,12874,12404,34292,47465,4885,9818,,,,,,,,,,,,,,,,,,,
14,4216,2562,3575,2775,2844,12743,11950,12123,23326,45113,7121,8464,,,,,,,,,,,,,,,,,,,
15,4401,2733,3116,2746,2865,9966,10379,10065,19047,25566,7211,7259,,,,,,,,,,,,,,,,,,,
16,3696,2570,2911,2737,2767,9024,9545,9340,19857,17636,16182,6468,,,,,,,,,,,,,,,,,,,
17,3392,2536,2814,2854,2715,16660,38464,8648,27549,13729,13835,5739,,,,,,,,,,,,,,,,,,,
18,3175,2493,2689,3045,2675,25244,28076,7388,20725,11292,19353,5319,,,,,,,,,,,,,,,,,,,
19,3038,2486,2619,3090,2659,16036,17508,6429,24295,9703,13814,4559,,,,,,,,,,,,,,,,,,,
20,2944,2497,2582,3211,2688,14207,12871,5879,25140,8634,9089,4119,,,,,,,,,,,,,,,,,,,
21,2975,2583,2554,3434,3555,12436,10563,10664,31888,7688,7105,4060,,,,,,,,,,,,,,,,,,,
22,2954,2693,2537,3194,16551,10123,9105,61459,28060,7013,9360,4026,,,,,,,,,,,,,,,,,,,
23,3374,2512,2503,3059,17836,8530,8184,124589,18062,6433,11490,3851,,,,,,,,,,,,,,,,,,,
24,3201,2477,2483,2937,17726,11299,7373,141550,13961,6022,8008,6545,,,,,,,,,,,,,,,,,,,
25,3873,2567,2460,3059,17134,10371,6780,56569,14246,5727,6221,8030,,,,,,,,,,,,,,,,,,,
26,3207,2616,2461,2921,14368,8385,6364,28357,17782,5419,7780,8506,,,,,,,,,,,,,,,,,,,
27,3187,2693,2473,2854,11676,6894,6135,19352,13073,5250,45512,8832,,,,,,,,,,,,,,,,,,,
28,4037,6747,2462,2827,8722,6203,5648,19452,89702,5762,45097,8180,,,,,,,,,,,,,,,,,,,
29,3459,        ,2546,2773,6619,6036,5443,18885,261007,6619,29601,5853,,,,,,,,,,,,,,,,,,,
30,3234,        ,2900,2722,5580,6634,5171,15236,91340,6481,17145,5024,,,,,,,,,,,,,,,,,,,
31,3101,        ,2702,        ,4964,        ,4902,13546,        ,8743,        ,4783,,,,,,,,,,,,,,,,,,,
Min ,2944,2477,2460,2722,2659,4061,4902,4705,12664,5250,4617,3851,2460,,,,,,,,,,,,,,,,,,
Mean,3318,2770,3263,3060,5926,19155,15529,21227,50107,25256,12155,7672,14136,,,,,,,,,,,,,,,,,,
Max ,4401,6747,7396,3755,17836,115700,65058,141550,261007,150413,45512,26846,261007,,,,,,,,,,,,,,,,,,
Daily means        Year 2004                    Stage (mm) at Tiraumea at Ngaturi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day , Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec,,,,,,,,,,,,,,,,,,,
1,4389,5711,111468,4844,6820,27465,132090,27386,14600,26116,11414,14094,,,,,,,,,,,,,,,,,,,
2,3946,13473,42992,5040,6728,25934,55169,19427,17634,18777,9155,8870,,,,,,,,,,,,,,,,,,,
3,3431,19964,54154,9311,6856,46081,33652,15808,25121,15498,8191,7028,,,,,,,,,,,,,,,,,,,
4,3116,13307,37323,7445,7752,34995,34232,13525,16733,12641,7367,5430,,,,,,,,,,,,,,,,,,,
5,2930,10489,23448,6541,10877,35487,23535,15985,15135,17122,6808,10360,,,,,,,,,,,,,,,,,,,
