Daily means        Year 1990                    Stage (mm) at Kumeti at Te Rehunga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day , Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec,,,,,,,,,,,,,,,,,,,
Min ,2696,2455,2449,2615,5075,6973,12989,12658,4135,3435,3580,2983,2449,,,,,,,,,,,,,,,,,,
Mean,4637,3043,7004,4821,12683,25615,26641,45420,6716,6055,7509,3752,12923,,,,,,,,,,,,,,,,,,
Max ,12882,5579,28864,14677,34552,111908,62505,130452,12630,12675,17439,6852,130452,,,,,,,,,,,,,,,,,,
Daily means        Year 1991                    Stage (mm) at Tiraumea at Ngaturi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day , Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec,,,,,,,,,,,,,,,,,,,
1,2857,3798,78067,3688,72949,10397,22552,26769,9092,21117,8035,9965,,,,,,,,,,,,,,,,,,,
2,3608,4440,54853,3537,60269,23020,19264,36445,8580,25664,6577,7125,,,,,,,,,,,,,,,,,,,
3,3428,3980,38777,3262,37788,21506,17340,34386,8424,24419,18736,7374,,,,,,,,,,,,,,,,,,,
4,3030,3458,45921,3176,25859,13934,15157,24216,9613,24273,24923,17564,,,,,,,,,,,,,,,,,,,
5,2952,3254,20536,3568,20733,11372,13808,18025,8442,29059,110218,11357,,,,,,,,,,,,,,,,,,,
6,2861,3054,11872,4386,25526,25918,12202,15850,7450,21610,156582,8611,,,,,,,,,,,,,,,,,,,
7,2676,2986,8651,4142,40850,24792,11010,52796,6969,16439,42482,15379,,,,,,,,,,,,,,,,,,,
8,2712,2930,7056,5606,33223,24567,10034,138945,6466,16108,23278,14649,,,,,,,,,,,,,,,,,,,
9,2640,2806,6159,12885,26938,33166,9205,77009,6047,36389,16563,10168,,,,,,,,,,,,,,,,,,,
10,2792,2745,5433,147886,21999,53571,8456,106225,5824,71825,13530,7616,,,,,,,,,,,,,,,,,,,
11,2583,2690,5130,567498,17657,67504,7786,55925,5474,40302,11726,7274,,,,,,,,,,,,,,,,,,,
12,2508,2615,4811,147062,14302,35289,7356,33455,5176,26216,11114,6015,,,,,,,,,,,,,,,,,,,
13,2440,2555,4475,43670,11868,23596,7418,37913,4955,18477,16512,7265,,,,,,,,,,,,,,,,,,,
14,2415,2531,4332,25054,10367,17770,7361,33408,5083,19178,30018,6292,,,,,,,,,,,,,,,,,,,
15,2398,2509,6345,17633,9047,14290,6913,24714,6286,15779,22419,6039,,,,,,,,,,,,,,,,,,,
16,2922,2488,17009,13680,8109,12401,6480,19168,7422,11832,14346,6343,,,,,,,,,,,,,,,,,,,
17,12030,15860,16554,11101,13683,10664,6257,21649,6639,9500,10619,6850,,,,,,,,,,,,,,,,,,,
18,6663,114572,9868,9322,13463,9685,9140,96136,5851,8139,8645,6916,,,,,,,,,,,,,,,,,,,
19,4953,34317,7086,8161,10458,9688,14471,73188,6480,7476,7529,5418,,,,,,,,,,,,,,,,,,,
20,4183,14338,6405,8513,8993,9551,14306,34933,31415,6784,6894,4783,,,,,,,,,,,,,,,,,,,
21,3534,9450,5553,13148,7846,8369,12029,26945,44645,6537,6618,4585,,,,,,,,,,,,,,,,,,,
22,3237,6394,4957,12164,7369,8540,12065,37573,23051,6053,6580,4607,,,,,,,,,,,,,,,,,,,
23,3141,4930,4408,9582,6817,10740,27483,61500,14876,5427,6088,5672,,,,,,,,,,,,,,,,,,,
24,2909,4168,4015,10266,6489,14567,40078,38229,19765,5390,7904,6177,,,,,,,,,,,,,,,,,,,
25,10555,6521,3731,16446,6105,22146,76160,26771,33569,5068,6000,5109,,,,,,,,,,,,,,,,,,,
26,6638,4927,3607,38327,5904,22561,138345,20545,21927,4846,5460,4817,,,,,,,,,,,,,,,,,,,
27,5961,7461,3465,31385,6167,20778,65295,16729,19120,4601,4867,4344,,,,,,,,,,,,,,,,,,,
28,4547,8559,3363,42607,9080,77450,31225,14171,14911,5546,4874,4489,,,,,,,,,,,,,,,,,,,
29,3974,        ,3487,115493,22237,54114,22089,12438,13221,10329,13338,6033,,,,,,,,,,,,,,,,,,,
30,5830,        ,3765,56914,15404,29968,19276,11103,14256,17829,12872,5844,,,,,,,,,,,,,,,,,,,
31,5142,        ,3690,        ,11877,        ,23687,10066,        ,13398,        ,8743,,,,,,,,,,,,,,,,,,,
Min ,2398,2488,3363,3176,5904,8369,6257,10066,4955,4601,4867,4344,2398,,,,,,,,,,,,,,,,,,
Mean,4133,10012,13012,46339,19012,24064,22395,39910,12701,17278,21178,7530,19809,,,,,,,,,,,,,,,,,,
Max ,12030,114572,78067,567498,72949,77450,138345,138945,44645,71825,156582,17564,567498,,,,,,,,,,,,,,,,,,
Daily means        Year 1992                    Stage (mm) at Tiraumea at Ngaturi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day , Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec,,,,,,,,,,,,,,,,,,,
1,27103,4889,6475,4696,4778,20225,11181,42197,15626,24096,10523,6124,,,,,,,,,,,,,,,,,,,
2,19180,4343,5791,6734,4683,15418,9942,29937,30716,20639,9328,7301,,,,,,,,,,,,,,,,,,,
3,11352,3711,5459,9949,7710,12452,13509,26014,52235,35782,8551,6957,,,,,,,,,,,,,,,,,,,
4,8158,3476,5121,12289,6521,10580,15781,26840,30854,38782,8547,15063,,,,,,,,,,,,,,,,,,,
5,6213,5242,4799,13656,6082,9158,14252,25019,22677,24880,8376,25668,,,,,,,,,,,,,,,,,,,
6,5154,36554,4530,20839,5280,8359,22251,20997,26370,19455,7379,22045,,,,,,,,,,,,,,,,,,,
7,4612,25781,4306,21071,5704,42187,29567,17507,51712,15936,6520,12633,,,,,,,,,,,,,,,,,,,
8,4640,10599,4432,13775,7992,56059,66390,17571,32580,13499,6537,9032,,,,,,,,,,,,,,,,,,,
9,5293,6966,12541,10434,14674,29517,97542,65041,30594,11937,6358,7142,,,,,,,,,,,,,,,,,,,
10,4834,5603,16762,10058,30273,20806,102308,63648,71559,10871,6180,6478,,,,,,,,,,,,,,,,,,,
11,4228,4805,8915,27652,33355,20152,73193,50932,66474,9925,5758,7720,,,,,,,,,,,,,,,,,,,
12,3950,4265,6820,36858,21021,24906,40964,45271,37644,9469,5359,7522,,,,,,,,,,,,,,,,,,,
13,3774,3830,6202,29283,18698,44194,33131,56419,25629,9454,5030,8228,,,,,,,,,,,,,,,,,,,
14,3699,3577,5376,17835,15068,59305,28167,53027,20161,35385,4827,7049,,,,,,,,,,,,,,,,,,,
15,3524,142249,5202,13022,12878,52886,61964,99350,17335,403455,4718,6044,,,,,,,,,,,,,,,,,,,
16,3388,322119,16105,10596,11939,57130,120763,68540,17754,344566,5771,5270,,,,,,,,,,,,,,,,,,,
17,4349,67561,83720,9078,10743,46738,58182,44425,123416,108439,6057,4880,,,,,,,,,,,,,,,,,,,
18,11673,24044,42790,7944,9125,50028,31998,31607,100441,41035,5001,5061,,,,,,,,,,,,,,,,,,,
19,9973,14517,19625,7117,7989,36296,23890,26359,77051,25021,5617,4904,,,,,,,,,,,,,,,,,,,
20,5749,10464,12888,6583,10513,27558,19298,31322,49433,17592,5619,4790,,,,,,,,,,,,,,,,,,,
21,4366,53101,9615,6053,17593,26040,17178,26381,33079,13536,6199,4905,,,,,,,,,,,,,,,,,,,
22,3860,113850,18304,5613,16024,19685,220380,24423,25451,13601,5913,4623,,,,,,,,,,,,,,,,,,,
23,3652,38909,18513,5287,11417,16640,471368,24626,24487,24867,7030,4606,,,,,,,,,,,,,,,,,,,
24,3476,20013,12442,5036,9877,17023,104277,21362,150904,42312,8788,5725,,,,,,,,,,,,,,,,,,,
25,3472,14519,9545,4842,8892,19210,61314,18306,108155,79729,11003,6833,,,,,,,,,,,,,,,,,,,
26,8047,11929,7689,4706,8348,24250,44895,16381,48982,53397,11148,6237,,,,,,,,,,,,,,,,,,,
27,12374,9628,6657,7348,8006,22641,59493,21331,39146,33913,10049,5676,,,,,,,,,,,,,,,,,,,
28,7695,8348,5973,6444,10078,16810,37462,19766,29251,23529,9874,5217,,,,,,,,,,,,,,,,,,,
29,5146,7243,5440,5666,23831,13786,30729,15845,41303,17376,7216,5902,,,,,,,,,,,,,,,,,,,
30,4318,        ,5437,5032,41534,12190,31422,14662,33968,14463,6496,44012,,,,,,,,,,,,,,,,,,,
31,3916,        ,4987,        ,30663,        ,53628,15767,        ,12060,        ,32983,,,,,,,,,,,,,,,,,,,
Min ,3388,3476,4306,4696,4683,8359,9942,14662,15626,9454,4718,4606,3388,,,,,,,,,,,,,,,,,,
Mean,6812,33867,12337,11516,13913,27741,64723,34222,47833,49968,7192,9891,26662,,,,,,,,,,,,,,,,,,
Max ,27103,322119,83720,36858,41534,59305,471368,99350,150904,403455,11148,44012,471368,,,,,,,,,,,,,,,,,,
Daily means        Year 1993                    Stage (mm) at Tiraumea at Ngaturi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day , Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec,,,,,,,,,,,,,,,,,,,
1,19111,4645,6694,17749,10241,5499,20583,4959,6535,11060,5529,11992,,,,,,,,,,,,,,,,,,,
2,11160,6150,6039,30255,23772,9780,16879,5711,5991,9455,6771,9100,,,,,,,,,,,,,,,,,,,
3,10016,13308,5453,17331,31158,7394,14069,9883,5617,8112,6196,48962,,,,,,,,,,,,,,,,,,,
4,8732,9704,5378,10442,19735,6585,12166,13376,7088,7115,5391,39541,,,,,,,,,,,,,,,,,,,
5,8973,6389,9474,8047,14237,5871,10901,16540,43717,6339,4828,20924,,,,,,,,,,,,,,,,,,,
6,9615,5316,9342,7131,11906,7636,9893,12065,80274,9655,5617,13274,,,,,,,,,,,,,,,,,,,
7,7299,4711,7443,6677,9799,13348,11866,9123,42789,24827,8719,28512,,,,,,,,,,,,,,,,,,,
8,6200,4270,5755,6834,8521,18802,13712,8018,30859,40177,8479,27408,,,,,,,,,,,,,,,,,,,
9,5313,4000,5066,7426,7377,41989,12529,9497,21296,18623,7627,15008,,,,,,,,,,,,,,,,,,,
10,4828,3799,4736,23709,9891,34849,12266,14620,15783,11916,5163,10383,,,,,,,,,,,,,,,,,,,
11,4687,3755,4512,24662,17908,19697,11122,16562,12330,12015,4676,8210,,,,,,,,,,,,,,,,,,,
12,4467,4540,5089,16979,16764,14294,9990,13574,11717,20868,6222,6830,,,,,,,,,,,,,,,,,,,
13,7262,4023,14804,11181,14928,17808,9089,10410,30250,14632,6361,5849,,,,,,,,,,,,,,,,,,,
14,5451,3749,11472,14629,11196,98853,8432,8674,27442,10294,6090,5150,,,,,,,,,,,,,,,,,,,
15,4953,3751,7907,20451,9212,148564,7982,8089,15562,9379,5137,4794,,,,,,,,,,,,,,,,,,,
16,5627,3486,5980,19433,19689,44810,7398,9402,11950,9682,4621,4489,,,,,,,,,,,,,,,,,,,
17,4730,3338,5252,15401,158556,25658,6877,11346,10378,7749,4245,4224,,,,,,,,,,,,,,,,,,,
18,4319,3210,7043,11250,63865,18733,6476,14289,10263,6742,3997,4479,,,,,,,,,,,,,,,,,,,
19,4399,3885,7910,9237,31213,15386,6070,13368,9707,5931,3834,3928,,,,,,,,,,,,,,,,,,,
20,4565,74143,7592,7672,21677,13413,5698,12999,8632,22548,14751,3666,,,,,,,,,,,,,,,,,,,
21,4015,73802,6630,9286,16382,12611,5495,12675,9076,15767,90249,3611,,,,,,,,,,,,,,,,,,,
22,4097,35838,22341,15801,13280,11306,6768,14131,8308,18275,131934,4154,,,,,,,,,,,,,,,,,,,
23,3940,45547,18995,16690,11425,9837,6049,17492,7459,13175,47652,5266,,,,,,,,,,,,,,,,,,,
24,3727,46941,11289,13228,10141,9234,7614,16251,7978,9857,23166,15166,,,,,,,,,,,,,,,,,,,
25,3602,25501,7950,10514,9313,14104,8009,13367,18057,7757,17366,13724,,,,,,,,,,,,,,,,,,,
26,8090,16367,6739,8687,8279,31196,7070,11012,29460,6641,15475,7900,,,,,,,,,,,,,,,,,,,
27,8350,11017,5791,7607,7662,22170,6143,9551,30831,5763,18206,5591,,,,,,,,,,,,,,,,,,,
28,6123,8071,5253,6935,7222,38039,5472,8890,24119,5111,13457,4982,,,,,,,,,,,,,,,,,,,
29,4748,        ,4835,7115,6661,47739,5192,9240,18122,4630,10304,4296,,,,,,,,,,,,,,,,,,,
30,4358,        ,4655,7464,6211,27897,5025,8458,13423,4309,13652,4036,,,,,,,,,,,,,,,,,,,
31,4774,        ,5284,        ,5737,        ,4920,7312,        ,4166,        ,3701,,,,,,,,,,,,,,,,,,,
Min ,3602,3210,4512,6677,5737,5499,4920,4959,5617,4166,3834,3611,3210,,,,,,,,,,,,,,,,,,
Mean,6372,15473,7829,12994,19805,26437,9089,11319,19167,11696,16857,11263,13960,,,,,,,,,,,,,,,,,,
Max ,19111,74143,22341,30255,158556,148564,20583,17492,80274,40177,131934,48962,158556,,,,,,,,,,,,,,,,,,
Daily means        Year 1994                    Stage (mm) at Tiraumea at Ngaturi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day , Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec,,,,,,,,,,,,,,,,,,,
1,3564,2514,2169,2114,2096,11856,12341,41104,7684,29769,6843,5740,,,,,,,,,,,,,,,,,,,
2,3473,2470,2217,2090,2091,9335,30843,32460,13343,19888,8004,5526,,,,,,,,,,,,,,,,,,,
3,3322,2492,2255,2085,2181,7842,29059,63412,24521,15345,5844,5101,,,,,,,,,,,,,,,,,,,
4,3167,2608,2161,2109,2352,8383,18692,58934,15540,15073,4879,4849,,,,,,,,,,,,,,,,,,,
5,5356,2851,2145,2055,2271,8112,13951,35278,10632,32050,4484,4678,,,,,,,,,,,,,,,,,,,
6,4525,3094,2126,2055,2187,11579,14217,24299,8466,25990,4300,4476,,,,,,,,,,,,,,,,,,,
7,4314,2708,2133,2024,2117,21181,20367,18888,8829,16500,6143,4157,,,,,,,,,,,,,,,,,,,
8,3603,2495,2221,2006,2095,20682,26267,16852,20034,13046,110990,3905,,,,,,,,,,,,,,,,,,,
9,3213,2434,2154,1998,2149,17238,40468,62147,17864,10943,243971,3705,,,,,,,,,,,,,,,,,,,
10,2986,2389,2160,1998,5789,28012,42575,81708,13363,33390,71649,4049,,,,,,,,,,,,,,,,,,,
11,2906,2343,2131,1994,7005,28414,26859,41711,10230,49099,44362,4069,,,,,,,,,,,,,,,,,,,
12,2783,2305,2146,1986,10964,46450,18405,24474,12629,29569,29977,3632,,,,,,,,,,,,,,,,,,,
13,2727,2277,2121,1992,8542,88490,13590,18440,12239,34168,22944,3530,,,,,,,,,,,,,,,,,,,
14,2700,2266,2096,2004,6050,56939,11014,15814,14412,27365,19130,3449,,,,,,,,,,,,,,,,,,,
15,2728,2292,2377,2073,4562,33701,9321,28268,42662,24795,41016,3323,,,,,,,,,,,,,,,,,,,
16,3235,2284,2630,2461,6396,21515,8108,43803,21883,26429,56630,3227,,,,,,,,,,,,,,,,,,,
17,2940,2875,2384,2469,7240,17421,7286,27992,14554,22412,45853,3177,,,,,,,,,,,,,,,,,,,
18,2784,4424,2235,2206,5926,15052,7831,20021,11561,16264,27578,3102,,,,,,,,,,,,,,,,,,,
19,2698,2713,2484,2191,4901,12856,9376,18737,9471,18009,19377,3064,,,,,,,,,,,,,,,,,,,
20,2781,2498,2384,2237,5093,12743,8119,17336,8041,15898,16529,3173,,,,,,,,,,,,,,,,,,,
21,2756,2722,2437,3251,7554,12830,6948,14123,10719,12578,12236,3184,,,,,,,,,,,,,,,,,,,
22,2661,2445,2767,4045,6698,12635,6512,11666,9881,10078,33354,4745,,,,,,,,,,,,,,,,,,,
23,2595,2371,2381,4390,5391,11273,10183,9996,9700,8290,45725,4799,,,,,,,,,,,,,,,,,,,
24,2608,2289,2303,3173,6194,9435,16665,8993,9143,7263,23250,3898,,,,,,,,,,,,,,,,,,,
25,2830,2246,2350,2752,16882,11488,35534,8333,33513,6743,15173,3867,,,,,,,,,,,,,,,,,,,
26,3654,2226,2384,2566,20005,23762,171075,7750,52516,6685,11581,3528,,,,,,,,,,,,,,,,,,,
27,3170,2196,2294,2322,29870,30235,153409,6839,41017,6289,9201,3264,,,,,,,,,,,,,,,,,,,
28,2823,2184,2198,2228,37750,21182,53451,6158,31265,6004,7494,3154,,,,,,,,,,,,,,,,,,,
29,2846,        ,2214,2172,37584,16232,35154,5756,53300,5456,6461,3315,,,,,,,,,,,,,,,,,,,
30,2663,        ,2248,2119,22549,13564,56624,5615,54708,4968,5989,3159,,,,,,,,,,,,,,,,,,,
31,2567,        ,2153,        ,15132,        ,52019,5979,        ,4773,        ,5558,,,,,,,,,,,,,,,,,,,
Min ,2567,2184,2096,1986,2091,7842,6512,5615,7684,4773,4300,3064,1986,,,,,,,,,,,,,,,,,,
Mean,3128,2536,2273,2372,9600,21348,31170,25254,20124,17907,32032,3948,14354,,,,,,,,,,,,,,,,,,
Max ,5356,4424,2767,4390,37750,88490,171075,81708,54708,49099,243971,5740,243971,,,,,,,,,,,,,,,,,,
Daily means        Year 1995                    Stage (mm) at Tiraumea at Ngaturi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day , Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec,,,,,,,,,,,,,,,,,,,
1,7029,2977,4251,5511,18651,20136,147418,11225,20257,22711,12779,7177,,,,,,,,,,,,,,,,,,,
2,4419,2876,3744,5038,57864,17903,70949,10512,23567,34424,28332,6094,,,,,,,,,,,,,,,,,,,
3,3821,10196,3522,4808,50332,30318,74033,30329,35016,29999,31008,5374,,,,,,,,,,,,,,,,,,,
4,3882,6927,5217,4529,29107,45873,135197,69707,25460,20004,17750,4809,,,,,,,,,,,,,,,,,,,
5,3438,6494,4289,169624,20790,31182,53373,48642,18755,18510,18545,4512,,,,,,,,,,,,,,,,,,,
6,3282,4304,4400,309004,37584,22769,37166,44508,15601,29405,34731,4327,,,,,,,,,,,,,,,,,,,
7,3080,3619,3649,140817,74782,16894,58143,55225,19384,25071,27556,4187,,,,,,,,,,,,,,,,,,,
8,2885,3257,3273,54756,37070,13589,83939,39031,53249,19901,15581,4134,,,,,,,,,,,,,,,,,,,
9,3059,3038,3030,115793,25603,26290,62301,41056,108704,16894,11906,4211,,,,,,,,,,,,,,,,,,,
10,3450,2955,2860,65260,19262,62884,42698,48623,50491,62146,19278,4061,,,,,,,,,,,,,,,,,,,
11,3031,2862,3008,42458,15116,31182,37414,41391,31372,53784,20080,3882,,,,,,,,,,,,,,,,,,,
12,2896,2756,2881,64766,12593,56721,30917,26654,22690,31590,14582,3744,,,,,,,,,,,,,,,,,,,
13,2860,3019,9936,58272,11278,81755,46148,20778,17738,29093,11630,3607,,,,,,,,,,,,,,,,,,,
14,2788,3200,16439,28259,9792,39214,41255,19851,14722,23341,9305,3683,,,,,,,,,,,,,,,,,,,
15,2697,2913,10899,19710,8722,30886,64096,16843,12851,23346,8086,3872,,,,,,,,,,,,,,,,,,,
16,2622,2776,9581,15269,8169,95017,70153,14456,14835,19610,7266,3595,,,,,,,,,,,,,,,,,,,
17,2588,2739,9444,12118,7512,88607,42162,13564,25236,15164,6678,3549,,,,,,,,,,,,,,,,,,,
18,2622,2716,8280,10160,7052,38293,29047,23968,31321,12240,6137,3978,,,,,,,,,,,,,,,,,,,
19,2602,2681,6287,8769,6450,28471,24509,39535,29402,12040,5695,3557,,,,,,,,,,,,,,,,,,,
20,2667,2700,5601,7783,5975,21676,26765,21066,20360,11890,9377,3407,,,,,,,,,,,,,,,,,,,
21,2626,3270,11265,8053,5526,18027,50957,17475,15404,12674,15447,3355,,,,,,,,,,,,,,,,,,,
22,2591,3156,13519,7913,5302,26285,86254,35582,12825,15460,12752,3287,,,,,,,,,,,,,,,,,,,
23,2584,6973,8843,26313,5741,58470,56487,30837,14886,12630,9041,3480,,,,,,,,,,,,,,,,,,,
24,2618,18101,7618,22436,5681,31848,35235,21072,12780,10492,7082,20103,,,,,,,,,,,,,,,,,,,
25,2624,37797,6900,14075,5580,22430,24754,26880,10578,9447,8073,16725,,,,,,,,,,,,,,,,,,,
26,2623,19201,5151,14759,5035,17726,20172,34279,21385,8745,8109,8198,,,,,,,,,,,,,,,,,,,
27,2767,8493,5578,82556,4820,78084,19987,26970,66005,7862,13372,5583,,,,,,,,,,,,,,,,,,,
28,6850,5282,5892,46556,4891,69241,17914,20903,32555,7321,26677,4696,,,,,,,,,,,,,,,,,,,
29,5429,        ,6040,23473,51888,67872,15710,32027,20126,7137,15285,4319,,,,,,,,,,,,,,,,,,,
30,4514,        ,6162,17481,51628,58356,13717,28486,21755,6830,9180,4072,,,,,,,,,,,,,,,,,,,
31,3368,        ,6125,        ,25508,        ,12251,20896,        ,6446,        ,3755,,,,,,,,,,,,,,,,,,,
Min ,2584,2681,2860,4529,4820,13589,12251,10512,10578,6446,5695,3287,2584,,,,,,,,,,,,,,,,,,
Mean,3365,6331,6570,46877,20494,41600,49391,30076,27310,19878,14711,5269,22681,,,,,,,,,,,,,,,,,,
Max ,7029,37797,16439,309004,74782,95017,147418,69707,108704,62146,34731,20103,309004,,,,,,,,,,,,,,,,,,
Daily means        Year 1996                    Stage (mm) at Tiraumea at Ngaturi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day , Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec,,,,,,,,,,,,,,,,,,,
1,3614,4218,4862,28479,13097,14458,154268,17207,11622,7667,4617,6147,,,,,,,,,,,,,,,,,,,
2,3581,3675,4343,41848,13634,18596,44859,26638,10485,7166,4485,6524,,,,,,,,,,,,,,,,,,,
3,3421,3512,4393,30921,10461,21852,50457,72738,12890,10401,4287,7201,,,,,,,,,,,,,,,,,,,
4,3420,5542,4402,20013,8152,17426,53656,57583,12741,9098,4286,15100,,,,,,,,,,,,,,,,,,,
5,3354,3682,4049,18372,7127,14179,46041,31128,19701,7224,4279,10020,,,,,,,,,,,,,,,,,,,
6,3329,3823,4042,15109,6487,12277,95476,32479,39777,6262,4171,7818,,,,,,,,,,,,,,,,,,,
7,3291,3468,3888,16447,5967,10639,81199,24705,25629,5813,4359,11200,,,,,,,,,,,,,,,,,,,
8,3271,6929,3816,32522,5771,9467,51578,18759,24436,5931,4713,9188,,,,,,,,,,,,,,,,,,,
9,3184,8214,3638,25152,7615,8839,36259,16429,50121,12893,4793,7609,,,,,,,,,,,,,,,,,,,
10,3187,7605,3505,13657,6904,8168,25758,14639,96847,14331,5295,6214,,,,,,,,,,,,,,,,,,,
11,3581,7907,3778,9983,6600,11821,25894,13185,40980,29171,4882,5424,,,,,,,,,,,,,,,,,,,
12,4032,5065,3825,8085,5958,17113,91278,11934,25724,13637,16232,4842,,,,,,,,,,,,,,,,,,,
13,3806,4176,3684,7203,7626,25560,158734,11289,27519,48730,23292,4451,,,,,,,,,,,,,,,,,,,
14,4452,3738,3572,7654,10878,32101,78135,10354,24838,45259,48718,4821,,,,,,,,,,,,,,,,,,,
15,7717,3453,3754,8271,33739,23387,127540,10218,20842,30570,33416,5056,,,,,,,,,,,,,,,,,,,
16,5132,3321,4995,8900,29573,41170,104072,24360,16481,19440,31617,4528,,,,,,,,,,,,,,,,,,,
17,4322,3198,5205,9572,24974,66363,69729,17491,13179,12939,15347,4578,,,,,,,,,,,,,,,,,,,
18,3870,3110,5465,7400,22747,34292,75137,13863,11371,10182,15208,4250,,,,,,,,,,,,,,,,,,,
19,3830,3750,6133,6356,15190,22041,45668,11940,10523,8702,96927,7221,,,,,,,,,,,,,,,,,,,
20,3346,30519,5539,9546,11736,16774,46505,14402,10841,7629,101475,11919,,,,,,,,,,,,,,,,,,,
21,3192,25190,4713,41470,9826,13701,49271,94635,10946,6815,39260,12436,,,,,,,,,,,,,,,,,,,
22,3124,19745,4332,31019,21094,11782,42058,113498,9702,6670,18444,11063,,,,,,,,,,,,,,,,,,,
23,3045,34266,6486,17700,99113,25472,40874,53286,8830,8573,16253,8510,,,,,,,,,,,,,,,,,,,
24,3826,25532,5879,12184,73063,66604,31796,29271,8055,7441,13733,6127,,,,,,,,,,,,,,,,,,,
25,3759,13081,5376,9914,59640,88231,30155,20698,7428,6396,11328,5138,,,,,,,,,,,,,,,,,,,
26,3782,8524,4882,8336,74690,58450,44381,16574,6873,5667,8953,4562,,,,,,,,,,,,,,,,,,,
27,5818,6916,4155,7218,47864,34580,41990,15472,6481,5291,7564,4215,,,,,,,,,,,,,,,,,,,
28,6206,6374,3854,6698,27233,23753,38489,14096,6781,5400,6887,3984,,,,,,,,,,,,,,,,,,,
29,7769,5420,3704,6444,19321,17943,27754,14606,8267,5193,6977,3845,,,,,,,,,,,,,,,,,,,
30,6341,        ,3515,7627,15371,53740,21624,15564,8688,5142,6745,3856,,,,,,,,,,,,,,,,,,,
31,5273,        ,3691,        ,14478,        ,20772,13673,        ,4754,        ,17872,,,,,,,,,,,,,,,,,,,
Min ,3045,3110,3505,6356,5771,8168,20772,10218,6481,4754,4171,3845,3045,,,,,,,,,,,,,,,,,,
Mean,4189,9102,4435,15803,23094,27359,59723,27507,19620,12270,18951,7281,19152,,,,,,,,,,,,,,,,,,
Max ,7769,34266,6486,41848,99113,88231,158734,113498,96847,48730,101475,17872,158734,,,,,,,,,,,,,,,,,,
Daily means        Year 1997                    Stage (mm) at Tiraumea at Ngaturi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day , Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec,,,,,,,,,,,,,,,,,,,
1,14040,3280,3461,4673,7946,5126,23636,5842,9660,113555,4792,7296,,,,,,,,,,,,,,,,,,,
2,8189,3236,3371,4401,6902,20232,119849,13629,8773,31042,4588,6599,,,,,,,,,,,,,,,,,,,
3,6292,3200,3365,4226,6265,248293,135130,14665,15740,17088,4662,6577,,,,,,,,,,,,,,,,,,,
4,5558,3494,3372,4065,5752,141092,138408,12236,21473,13517,5114,11492,,,,,,,,,,,,,,,,,,,
5,9370,11398,3421,3984,5348,37983,54286,37273,14327,168188,4627,7803,,,,,,,,,,,,,,,,,,,
6,13636,11660,11096,8852,5043,20701,27707,34194,11129,207573,4476,6086,,,,,,,,,,,,,,,,,,,
7,10517,9785,16424,9670,4796,14649,19175,21308,10006,54398,4184,5282,,,,,,,,,,,,,,,,,,,
8,6997,7018,15805,6801,4715,11689,15022,16417,9075,29254,4125,4637,,,,,,,,,,,,,,,,,,,
9,5630,5313,24177,23007,4608,9824,12738,13213,8220,17774,4358,4272,,,,,,,,,,,,,,,,,,,
10,4966,4378,21477,15828,4379,8529,12422,11159,7501,16120,6535,4035,,,,,,,,,,,,,,,,,,,
11,5157,3888,9877,10751,4237,8019,16031,9820,7074,22048,5177,4102,,,,,,,,,,,,,,,,,,,
12,7586,4404,6927,7394,4168,7634,15210,9250,8338,15791,7793,3796,,,,,,,,,,,,,,,,,,,
13,9462,4638,6031,6329,4127,7261,15733,8741,9262,14384,39245,3585,,,,,,,,,,,,,,,,,,,
14,7862,3951,5508,9951,3941,7854,46791,9026,8465,25587,19395,3520,,,,,,,,,,,,,,,,,,,
15,21975,3633,4955,8300,3858,7926,83249,19629,7248,185382,9580,3363,,,,,,,,,,,,,,,,,,,
16,17145,3415,4441,11724,3735,6974,38771,37150,6500,83443,10587,3319,,,,,,,,,,,,,,,,,,,
17,9734,3272,4051,22390,3605,6353,23456,21340,6078,29808,10065,3604,,,,,,,,,,,,,,,,,,,
18,7683,3133,3800,14378,3539,14053,17293,14613,7283,18936,8929,3498,,,,,,,,,,,,,,,,,,,
